node;filiere1;filiere2;filiere3;trajectoire;date;capacite;date_BP_num
de;thermal;fioul;heavy_oil_new;base;2026;15,1;2025
de;thermal;fioul;heavy_oil_old_1;base;2026;182,69;2025
de;thermal;fioul;heavy_oil_old_2;base;2026;344,76;2025
de;thermal;fioul;light_oil;base;2026;341,8;2025
de;thermal;lignite;lignite_new;base;2026;6074,3;2025
de;thermal;lignite;lignite_old_1;base;2026;3619,3;2025
de;thermal;lignite;lignite_old_2;base;2026;2650,8;2025
de;nuclear;nucléaire;nuclear;base;2026;0;2025
de;thermal;autre;other;base;2026;373,7;2025
es;thermal;gaz;gas_ccgt_old_1;base;2026;0;2025
es;thermal;gaz;gas_ccgt_old_2;base;2026;21460;2025
es;thermal;gaz;gas_ccgt_new;base;2026;3361;2025
es;thermal;gaz;gas_ocgt_old;base;2026;177;2025
es;thermal;charbon;hard_coal_old_1;base;2026;0;2025
es;thermal;charbon;hard_coal_old_2;base;2026;5454;2025
es;thermal;fioul;heavy_oil_old_1;base;2026;0;2025
es;thermal;lignite;lignite_old_1;base;2026;0;2025
es;thermal;lignite;lignite_old_2;base;2026;0;2025
es;nuclear;nucléaire;nuclear;base;2026;7162;2025
es;thermal;gaz;gas_ccgt_old_2_RESERVE;base;2026;0;2025
es;thermal;gaz;gas_small;base;2026;4918;2025
gb;thermal;gaz;gas_pcomp_mid;base;2026;0;2025
gb;thermal;gaz;gas_pcomp_peak;base;2026;0;2025
gb;thermal;effacement;dsr;base;2026;1850;2025
gb;thermal;autre;sbr;base;2026;0;2025
gb;thermal;gaz;gas_cogen_other;base;2026;2500;2025
gb;thermal;gaz;gas_ccgt_new;base;2026;20525,25;2025
gb;thermal;gaz;gas_ccgt_old_2;base;2026;8665;2025
gb;thermal;gaz;gas_cogen;base;2026;1157,202;2025
gb;thermal;gaz;gas_conventional_new;base;2026;52;2025
gb;thermal;gaz;gas_conventional_old_1;base;2026;0;2025
gb;thermal;gaz;gas_ocgt_new;base;2026;780,3;2025
gb;thermal;gaz;gas_ocgt_old;base;2026;387,606;2025
gb;thermal;charbon;hard_coal_new;base;2026;0;2025
gb;thermal;charbon;hard_coal_old_1;base;2026;0;2025
gb;thermal;charbon;hard_coal_old_2;base;2026;0;2025
gb;thermal;fioul;heavy_oil_old_1;base;2026;0;2025
gb;thermal;fioul;heavy_oil_old_2;base;2026;0;2025
gb;thermal;fioul;light_oil;base;2026;401,9;2025
gb;nuclear;nucléaire;nuclear;base;2026;4663;2025
gb;thermal;autre;other;base;2026;0;2025
ie;thermal;gaz;gas_pcomp_mid;base;2026;0;2025
ie;thermal;gaz;gas_pcomp_peak;base;2026;0;2025
ie;thermal;effacement;dsr;base;2026;270;2025
ie;thermal;gaz;gas_cogen;base;2026;167,533;2025
ie;thermal;gaz;gas_ccgt_new;base;2026;3297;2025
ie;thermal;gaz;gas_conventional_old_1;base;2026;0;2025
ie;thermal;gaz;gas_ocgt_old;base;2026;0;2025
ie;thermal;gaz;gas_ocgt_new;base;2026;56;2025
ie;thermal;lignite;lignite_old_1;base;2026;0;2025
ie;thermal;charbon;hard_coal_old_1;base;2026;855;2025
ie;thermal;gaz;biogas;base;2026;7,54;2025
ie;thermal;lignite;lignite_new;base;2026;346;2025
ie;thermal;fioul;light_oil;base;2026;324;2025
ie;thermal;fioul;heavy_oil_old_1;base;2026;0;2025
ie;thermal;gaz;gas_ccgt_old_1;base;2026;0;2025
it;thermal;gaz;gas_ccgt_old_1;base;2026;2361;2025
it;thermal;gaz;gas_ccgt_old_2;base;2026;27753,8;2025
it;thermal;gaz;gas_ccgt_new;base;2026;4918;2025
it;thermal;gaz;gas_conventional_old_1;base;2026;0;2025
it;thermal;gaz;gas_ocgt_new;base;2026;80;2025
it;thermal;gaz;gas_ocgt_old;base;2026;514;2025
it;thermal;charbon;hard_coal_new;base;2026;1980;2025
it;thermal;charbon;hard_coal_old_1;base;2026;0;2025
it;thermal;charbon;hard_coal_old_2;base;2026;2640;2025
it;thermal;fioul;heavy_oil_old_1;base;2026;0;2025
it;thermal;gaz;gas_small;base;2026;2410,65;2025
lu_be;thermal;gaz;gas_pcomp_mid;base;2026;0;2025
lu_be;thermal;gaz;gas_pcomp_peak;base;2026;0;2025
lu_be;thermal;gaz;gas_small;base;2026;20;2025
ni;thermal;gaz;gas_pcomp_mid;base;2026;0;2025
ni;thermal;gaz;gas_pcomp_peak;base;2026;0;2025
ni;thermal;effacement;dsr;base;2026;150;2025
ni;thermal;gaz;biogas;base;2026;0;2025
ni;thermal;gaz;gas_ccgt_new;base;2026;987;2025
ni;thermal;gaz;gas_conventional_old_1;base;2026;0;2025
ni;thermal;gaz;gas_ocgt_new;base;2026;15;2025
ni;thermal;gaz;gas_ocgt_old;base;2026;0,1;2025
ni;thermal;charbon;hard_coal_old_1;base;2026;0;2025
ni;thermal;fioul;heavy_oil_old_1;base;2026;0;2025
ni;thermal;fioul;light_oil;base;2026;304;2025
ni;thermal;lignite;lignite_new;base;2026;0;2025
ni;thermal;autre;other;base;2026;0,2;2025
nl;thermal;gaz;gas_pcomp_mid;base;2026;0;2025
nl;thermal;gaz;gas_pcomp_peak;base;2026;0;2025
nl;thermal;gaz;gas_small;base;2026;4000;2025
nl;thermal;gaz;gas_ccgt_new;base;2026;4328;2025
nl;thermal;gaz;gas_ccgt_old_1;base;2026;2254;2025
nl;thermal;gaz;gas_ccgt_old_2;base;2026;870;2025
nl;thermal;gaz;gas_conventional_old_1;base;2026;459;2025
nl;thermal;gaz;gas_conventional_old_2;base;2026;375;2025
nl;thermal;gaz;gas_ocgt_new;base;2026;170;2025
nl;thermal;gaz;gas_ocgt_old;base;2026;700;2025
nl;thermal;charbon;hard_coal_new;base;2026;3454;2025
nl;thermal;charbon;hard_coal_old_2;base;2026;1230;2025
nl;nuclear;nucléaire;nuclear;base;2026;479;2025
pt;thermal;gaz;gas_ccgt_old_1;base;2026;990;2025
pt;thermal;gaz;gas_ccgt_old_2;base;2026;2140;2025
pt;thermal;gaz;gas_ccgt_new;base;2026;1230;2025
pt;thermal;charbon;hard_coal_old_2;base;2026;0;2025
pt;thermal;gaz;gas_small;base;2026;350,83;2025
pt;thermal;gaz;gas_pcomp_mid;base;2026;0;2025
pt;thermal;gaz;gas_pcomp_peak;base;2026;0;2025
fr;thermal;gaz;gas_pcomp_mid;ampere;2026;0;2025
fr;thermal;gaz;gas_pcomp_peak;ampere;2026;0;2025
fr;thermal;effacement;dsr_short;ampere;2026;2250;2025
fr;thermal;effacement;dsr_long;ampere;2026;2250;2025
fr;thermal;gaz;gas_cogen;ampere;2026;4351;2025
fr;thermal;gaz;gas_other;ampere;2026;184;2025
fr;thermal;fioul;oil_cogen;ampere;2026;458;2025
fr;thermal;fioul;oil_other;ampere;2026;500;2025
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;ampere;2026;20875;2025
fr;nuclear;nucléaire;nuclear_n4;ampere;2026;5990;2025
fr;nuclear;nucléaire;nuclear_p4;ampere;2026;26370;2025
fr;nuclear;nucléaire;nuclear_epr;ampere;2026;1650;2025
fr;thermal;fioul;heavy_oil_old_1;ampere;2026;0;2025
fr;thermal;charbon;hard_coal_old_1;ampere;2026;0;2025
fr;thermal;gaz;gas_ccgt_new;ampere;2026;5879,2;2025
fr;thermal;gaz;gas_ccgt_new_dk6;ampere;2026;808;2025
fr;thermal;fioul;light_oil;ampere;2026;990;2025
fr;thermal;gaz;gas_ocgt_new;ampere;2026;445,7;2025
fr;thermal;gaz;gas_ocgt_old;ampere;2026;203,3;2025
fr;thermal;gaz;gas_pcomp_mid;hertz;2026;500;2025
fr;thermal;gaz;gas_pcomp_peak;hertz;2026;6000;2025
fr;thermal;effacement;dsr_short;hertz;2026;3000;2025
fr;thermal;effacement;dsr_long;hertz;2026;3000;2025
fr;thermal;gaz;gas_cogen;hertz;2026;4351;2025
fr;thermal;gaz;gas_other;hertz;2026;184;2025
fr;thermal;fioul;oil_cogen;hertz;2026;458;2025
fr;thermal;fioul;oil_other;hertz;2026;500;2025
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;hertz;2026;14515;2025
fr;nuclear;nucléaire;nuclear_n4;hertz;2026;5990;2025
fr;nuclear;nucléaire;nuclear_p4;hertz;2026;26370;2025
fr;nuclear;nucléaire;nuclear_epr;hertz;2026;1650;2025
fr;thermal;fioul;heavy_oil_old_1;hertz;2026;0;2025
fr;thermal;charbon;hard_coal_old_1;hertz;2026;0;2025
fr;thermal;gaz;gas_ccgt_new;hertz;2026;5879,2;2025
fr;thermal;gaz;gas_ccgt_new_dk6;hertz;2026;808;2025
fr;thermal;fioul;light_oil;hertz;2026;990;2025
fr;thermal;gaz;gas_ocgt_new;hertz;2026;445,7;2025
fr;thermal;gaz;gas_ocgt_old;hertz;2026;203,3;2025
fr;thermal;gaz;gas_pcomp_mid;volt;2026;0;2025
fr;thermal;gaz;gas_pcomp_peak;volt;2026;0;2025
fr;thermal;effacement;dsr_short;volt;2026;1655;2025
fr;thermal;effacement;dsr_long;volt;2026;845;2025
fr;thermal;gaz;gas_cogen;volt;2026;3551;2025
fr;thermal;gaz;gas_other;volt;2026;184;2025
fr;thermal;fioul;oil_cogen;volt;2026;458;2025
fr;thermal;fioul;oil_other;volt;2026;500;2025
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;volt;2026;27220;2025
fr;nuclear;nucléaire;nuclear_n4;volt;2026;5990;2025
fr;nuclear;nucléaire;nuclear_p4;volt;2026;26370;2025
fr;nuclear;nucléaire;nuclear_epr;volt;2026;1650;2025
fr;thermal;fioul;heavy_oil_old_1;volt;2026;0;2025
fr;thermal;charbon;hard_coal_old_1;volt;2026;0;2025
fr;thermal;gaz;gas_ccgt_new;volt;2026;5879,2;2025
fr;thermal;gaz;gas_ccgt_new_dk6;volt;2026;808;2025
fr;thermal;fioul;light_oil;volt;2026;990;2025
fr;thermal;gaz;gas_ocgt_new;volt;2026;445,7;2025
fr;thermal;gaz;gas_ocgt_old;volt;2026;203,3;2025
fr;thermal;gaz;gas_pcomp_mid;watt;2026;1000;2025
fr;thermal;gaz;gas_pcomp_peak;watt;2026;2600;2025
fr;thermal;effacement;dsr_short;watt;2026;3000;2025
fr;thermal;effacement;dsr_long;watt;2026;3000;2025
fr;thermal;gaz;gas_cogen;watt;2026;4351;2025
fr;thermal;gaz;gas_other;watt;2026;184;2025
fr;thermal;fioul;oil_cogen;watt;2026;458;2025
fr;thermal;fioul;oil_other;watt;2026;500;2025
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;watt;2026;9100;2025
fr;nuclear;nucléaire;nuclear_n4;watt;2026;5990;2025
fr;nuclear;nucléaire;nuclear_p4;watt;2026;26370;2025
fr;nuclear;nucléaire;nuclear_epr;watt;2026;1650;2025
fr;thermal;fioul;heavy_oil_old_1;watt;2026;0;2025
fr;thermal;charbon;hard_coal_old_1;watt;2026;2340;2025
fr;thermal;gaz;gas_ccgt_new;watt;2026;5879,2;2025
fr;thermal;gaz;gas_ccgt_new_dk6;watt;2026;808;2025
fr;thermal;fioul;light_oil;watt;2026;990;2025
fr;thermal;gaz;gas_ocgt_new;watt;2026;445,7;2025
fr;thermal;gaz;gas_ocgt_old;watt;2026;203,3;2025
at;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
at;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
at;thermal;gaz;gas_ccgt_new;base;2031;2044;2030
at;thermal;gaz;gas_ccgt_old_1;base;2031;168,1;2030
at;thermal;gaz;gas_ccgt_old_2;base;2031;1035,36;2030
at;thermal;gaz;gas_conventional_old_1;base;2031;0;2030
at;thermal;gaz;gas_conventional_old_2;base;2031;910;2030
at;thermal;gaz;gas_ocgt_old;base;2031;95,5;2030
at;thermal;charbon;hard_coal_new;base;2031;0;2030
at;thermal;charbon;hard_coal_old_2;base;2031;0;2030
be;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
be;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
be;thermal;gaz;gas_small_cipu;base;2031;560;2030
be;thermal;gaz;gas_small_non_cipu;base;2031;1157;2030
be;thermal;gaz;reserve;base;2031;0;2030
be;thermal;gaz;gas_ccgt_new;base;2031;2672;2030
be;thermal;gaz;gas_ccgt_old_1;base;2031;357;2030
be;thermal;gaz;gas_ccgt_old_2;base;2031;770;2030
be;thermal;gaz;gas_conventional_old_2;base;2031;305;2030
be;thermal;gaz;gas_ocgt_new;base;2031;305;2030
be;thermal;gaz;gas_ocgt_old;base;2031;300;2030
be;nuclear;nucléaire;nuclear;base;2031;0;2030
ch;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
ch;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
ch;thermal;gaz;gas_small;base;2031;870;2030
ch;nuclear;nucléaire;nuclear;base;2031;1160;2030
de;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
de;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
de;thermal;effacement;dsr;base;2031;2500;2030
de;thermal;lignite;climate_reserve;base;2031;0;2030
de;thermal;autre;grid_reserve;base;2031;4847;2030
de;thermal;gaz;gas_cogen;base;2031;6800;2030
de;thermal;gaz;gas_ccgt_new;base;2031;9221,502;2030
de;thermal;gaz;gas_ccgt_old_1;base;2031;0;2030
de;thermal;gaz;gas_ccgt_old_2;base;2031;3501,798;2030
de;thermal;gaz;gas_conventional_new;base;2031;517,4;2030
de;thermal;gaz;gas_conventional_old_1;base;2031;110,76;2030
de;thermal;gaz;gas_conventional_old_2;base;2031;77,9;2030
de;thermal;gaz;gas_ocgt_new;base;2031;868,213;2030
de;thermal;gaz;gas_ocgt_old;base;2031;1014,159;2030
de;thermal;charbon;hard_coal_new;base;2031;8012;2030
de;thermal;charbon;hard_coal_old_1;base;2031;2904,3;2030
de;thermal;charbon;hard_coal_old_2;base;2031;2665;2030
de;thermal;fioul;heavy_oil_new;base;2031;15,1;2030
de;thermal;fioul;heavy_oil_old_1;base;2031;182,69;2030
de;thermal;fioul;heavy_oil_old_2;base;2031;344,76;2030
de;thermal;fioul;light_oil;base;2031;289,4;2030
de;thermal;lignite;lignite_new;base;2031;6074,3;2030
de;thermal;lignite;lignite_old_1;base;2031;1950,3;2030
de;thermal;lignite;lignite_old_2;base;2031;2650,8;2030
de;nuclear;nucléaire;nuclear;base;2031;0;2030
de;thermal;autre;other;base;2031;373,5;2030
es;thermal;gaz;gas_ccgt_old_1;base;2031;0;2030
es;thermal;gaz;gas_ccgt_old_2;base;2031;21460;2030
es;thermal;gaz;gas_ccgt_new;base;2031;3361;2030
es;thermal;gaz;gas_ocgt_old;base;2031;177;2030
es;thermal;charbon;hard_coal_old_1;base;2031;0;2030
es;thermal;charbon;hard_coal_old_2;base;2031;1118;2030
es;thermal;fioul;heavy_oil_old_1;base;2031;0;2030
es;thermal;lignite;lignite_old_1;base;2031;0;2030
es;thermal;lignite;lignite_old_2;base;2031;0;2030
es;nuclear;nucléaire;nuclear;base;2031;5069;2030
es;thermal;gaz;gas_ccgt_old_2_RESERVE;base;2031;0;2030
es;thermal;gaz;gas_small;base;2031;4918;2030
gb;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
gb;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
gb;thermal;effacement;dsr;base;2031;2000;2030
gb;thermal;autre;sbr;base;2031;0;2030
gb;thermal;gaz;gas_cogen_other;base;2031;2500;2030
gb;thermal;gaz;gas_ccgt_new;base;2031;20525,25;2030
gb;thermal;gaz;gas_ccgt_old_2;base;2031;7890;2030
gb;thermal;gaz;gas_cogen;base;2031;483;2030
gb;thermal;gaz;gas_conventional_new;base;2031;52;2030
gb;thermal;gaz;gas_conventional_old_1;base;2031;0;2030
gb;thermal;gaz;gas_ocgt_new;base;2031;780,3;2030
gb;thermal;gaz;gas_ocgt_old;base;2031;335,306;2030
gb;thermal;charbon;hard_coal_new;base;2031;0;2030
gb;thermal;charbon;hard_coal_old_1;base;2031;0;2030
gb;thermal;charbon;hard_coal_old_2;base;2031;0;2030
gb;thermal;fioul;heavy_oil_old_1;base;2031;0;2030
gb;thermal;fioul;heavy_oil_old_2;base;2031;0;2030
gb;thermal;fioul;light_oil;base;2031;280,2;2030
gb;nuclear;nucléaire;nuclear;base;2031;4538;2030
gb;thermal;autre;other;base;2031;0;2030
ie;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
ie;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
ie;thermal;effacement;dsr;base;2031;270;2030
ie;thermal;gaz;gas_cogen;base;2031;148,399;2030
ie;thermal;gaz;gas_ccgt_new;base;2031;3297;2030
ie;thermal;gaz;gas_conventional_old_1;base;2031;0;2030
ie;thermal;gaz;gas_ocgt_old;base;2031;0;2030
ie;thermal;gaz;gas_ocgt_new;base;2031;56;2030
ie;thermal;lignite;lignite_old_1;base;2031;0;2030
ie;thermal;charbon;hard_coal_old_1;base;2031;570;2030
ie;thermal;gaz;biogas;base;2031;7,54;2030
ie;thermal;lignite;lignite_new;base;2031;137;2030
ie;thermal;fioul;light_oil;base;2031;324;2030
ie;thermal;fioul;heavy_oil_old_1;base;2031;0;2030
ie;thermal;gaz;gas_ccgt_old_1;base;2031;0;2030
it;thermal;gaz;gas_ccgt_old_1;base;2031;2361;2030
it;thermal;gaz;gas_ccgt_old_2;base;2031;27753,8;2030
it;thermal;gaz;gas_ccgt_new;base;2031;4918;2030
it;thermal;gaz;gas_conventional_old_1;base;2031;0;2030
it;thermal;gaz;gas_ocgt_new;base;2031;80;2030
it;thermal;gaz;gas_ocgt_old;base;2031;344;2030
it;thermal;charbon;hard_coal_new;base;2031;1980;2030
it;thermal;charbon;hard_coal_old_1;base;2031;0;2030
it;thermal;charbon;hard_coal_old_2;base;2031;2640;2030
it;thermal;fioul;heavy_oil_old_1;base;2031;0;2030
it;thermal;gaz;gas_small;base;2031;2330,65;2030
lu_be;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
lu_be;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
lu_be;thermal;gaz;gas_small;base;2031;20;2030
ni;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
ni;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
ni;thermal;effacement;dsr;base;2031;150;2030
ni;thermal;gaz;biogas;base;2031;0;2030
ni;thermal;gaz;gas_ccgt_new;base;2031;987;2030
ni;thermal;gaz;gas_conventional_old_1;base;2031;0;2030
ni;thermal;gaz;gas_ocgt_new;base;2031;15;2030
ni;thermal;gaz;gas_ocgt_old;base;2031;0,1;2030
ni;thermal;charbon;hard_coal_old_1;base;2031;0;2030
ni;thermal;fioul;heavy_oil_old_1;base;2031;0;2030
ni;thermal;fioul;light_oil;base;2031;104;2030
ni;thermal;lignite;lignite_new;base;2031;0;2030
ni;thermal;autre;other;base;2031;0;2030
nl;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
nl;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
nl;thermal;gaz;gas_small;base;2031;3500;2030
nl;thermal;gaz;gas_ccgt_new;base;2031;4328;2030
nl;thermal;gaz;gas_ccgt_old_1;base;2031;1827;2030
nl;thermal;gaz;gas_ccgt_old_2;base;2031;870;2030
nl;thermal;gaz;gas_conventional_old_1;base;2031;0;2030
nl;thermal;gaz;gas_conventional_old_2;base;2031;0;2030
nl;thermal;gaz;gas_ocgt_new;base;2031;170;2030
nl;thermal;gaz;gas_ocgt_old;base;2031;534;2030
nl;thermal;charbon;hard_coal_new;base;2031;3454;2030
nl;thermal;charbon;hard_coal_old_2;base;2031;1230;2030
nl;nuclear;nucléaire;nuclear;base;2031;479;2030
pt;thermal;gaz;gas_ccgt_old_1;base;2031;990;2030
pt;thermal;gaz;gas_ccgt_old_2;base;2031;2140;2030
pt;thermal;gaz;gas_ccgt_new;base;2031;2430;2030
pt;thermal;charbon;hard_coal_old_2;base;2031;0;2030
pt;thermal;gaz;gas_small;base;2031;310,83;2030
pt;thermal;gaz;gas_pcomp_mid;base;2031;0;2030
pt;thermal;gaz;gas_pcomp_peak;base;2031;0;2030
fr;thermal;gaz;gas_pcomp_mid;ampere;2031;0;2030
fr;thermal;gaz;gas_pcomp_peak;ampere;2031;0;2030
fr;thermal;effacement;dsr_short;ampere;2031;1655;2030
fr;thermal;effacement;dsr_long;ampere;2031;845;2030
fr;thermal;gaz;gas_cogen;ampere;2031;4351;2030
fr;thermal;gaz;gas_other;ampere;2031;184;2030
fr;thermal;fioul;oil_cogen;ampere;2031;458;2030
fr;thermal;fioul;oil_other;ampere;2031;500;2030
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;ampere;2031;14505;2030
fr;nuclear;nucléaire;nuclear_n4;ampere;2031;5990;2030
fr;nuclear;nucléaire;nuclear_p4;ampere;2031;26370;2030
fr;nuclear;nucléaire;nuclear_epr;ampere;2031;1650;2030
fr;thermal;fioul;heavy_oil_old_1;ampere;2031;0;2030
fr;thermal;charbon;hard_coal_old_1;ampere;2031;0;2030
fr;thermal;gaz;gas_ccgt_new;ampere;2031;5879,2;2030
fr;thermal;gaz;gas_ccgt_new_dk6;ampere;2031;808;2030
fr;thermal;fioul;light_oil;ampere;2031;990;2030
fr;thermal;gaz;gas_ocgt_new;ampere;2031;445,7;2030
fr;thermal;gaz;gas_ocgt_old;ampere;2031;203,3;2030
fr;thermal;gaz;gas_pcomp_mid;hertz;2031;500;2030
fr;thermal;gaz;gas_pcomp_peak;hertz;2031;8000;2030
fr;thermal;effacement;dsr_short;hertz;2031;3000;2030
fr;thermal;effacement;dsr_long;hertz;2031;3000;2030
fr;thermal;gaz;gas_cogen;hertz;2031;4351;2030
fr;thermal;gaz;gas_other;hertz;2031;184;2030
fr;thermal;fioul;oil_cogen;hertz;2031;458;2030
fr;thermal;fioul;oil_other;hertz;2031;500;2030
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;hertz;2031;9050;2030
fr;nuclear;nucléaire;nuclear_n4;hertz;2031;5990;2030
fr;nuclear;nucléaire;nuclear_p4;hertz;2031;22410;2030
fr;nuclear;nucléaire;nuclear_epr;hertz;2031;1650;2030
fr;thermal;fioul;heavy_oil_old_1;hertz;2031;0;2030
fr;thermal;charbon;hard_coal_old_1;hertz;2031;0;2030
fr;thermal;gaz;gas_ccgt_new;hertz;2031;5879,2;2030
fr;thermal;gaz;gas_ccgt_new_dk6;hertz;2031;808;2030
fr;thermal;fioul;light_oil;hertz;2031;990;2030
fr;thermal;gaz;gas_ocgt_new;hertz;2031;445,7;2030
fr;thermal;gaz;gas_ocgt_old;hertz;2031;203,3;2030
fr;thermal;gaz;gas_pcomp_mid;volt;2031;0;2030
fr;thermal;gaz;gas_pcomp_peak;volt;2031;0;2030
fr;thermal;effacement;dsr_short;volt;2031;1655;2030
fr;thermal;effacement;dsr_long;volt;2031;845;2030
fr;thermal;gaz;gas_cogen;volt;2031;1551;2030
fr;thermal;gaz;gas_other;volt;2031;184;2030
fr;thermal;fioul;oil_cogen;volt;2031;458;2030
fr;thermal;fioul;oil_other;volt;2031;500;2030
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;volt;2031;23585;2030
fr;nuclear;nucléaire;nuclear_n4;volt;2031;5990;2030
fr;nuclear;nucléaire;nuclear_p4;volt;2031;26370;2030
fr;nuclear;nucléaire;nuclear_epr;volt;2031;1650;2030
fr;thermal;fioul;heavy_oil_old_1;volt;2031;0;2030
fr;thermal;charbon;hard_coal_old_1;volt;2031;0;2030
fr;thermal;gaz;gas_ccgt_new;volt;2031;5879,2;2030
fr;thermal;gaz;gas_ccgt_new_dk6;volt;2031;808;2030
fr;thermal;fioul;light_oil;volt;2031;990;2030
fr;thermal;gaz;gas_ocgt_new;volt;2031;445,7;2030
fr;thermal;gaz;gas_ocgt_old;volt;2031;203,3;2030
fr;thermal;gaz;gas_pcomp_mid;watt;2031;1500;2030
fr;thermal;gaz;gas_pcomp_peak;watt;2031;10000;2030
fr;thermal;effacement;dsr_short;watt;2031;3000;2030
fr;thermal;effacement;dsr_long;watt;2031;3000;2030
fr;thermal;gaz;gas_cogen;watt;2031;4351;2030
fr;thermal;gaz;gas_other;watt;2031;184;2030
fr;thermal;fioul;oil_cogen;watt;2031;458;2030
fr;thermal;fioul;oil_other;watt;2031;500;2030
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;watt;2031;905;2030
fr;nuclear;nucléaire;nuclear_n4;watt;2031;5990;2030
fr;nuclear;nucléaire;nuclear_p4;watt;2031;10520;2030
fr;nuclear;nucléaire;nuclear_epr;watt;2031;1650;2030
fr;thermal;fioul;heavy_oil_old_1;watt;2031;0;2030
fr;thermal;charbon;hard_coal_old_1;watt;2031;1740;2030
fr;thermal;gaz;gas_ccgt_new;watt;2031;5879,2;2030
fr;thermal;gaz;gas_ccgt_new_dk6;watt;2031;808;2030
fr;thermal;fioul;light_oil;watt;2031;990;2030
fr;thermal;gaz;gas_ocgt_new;watt;2031;445,7;2030
fr;thermal;gaz;gas_ocgt_old;watt;2031;203,3;2030
at;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
at;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
at;thermal;gaz;gas_ccgt_new;base;2036;2044;2035
at;thermal;gaz;gas_ccgt_old_1;base;2036;55,5;2035
at;thermal;gaz;gas_ccgt_old_2;base;2036;1035,36;2035
at;thermal;gaz;gas_conventional_old_1;base;2036;0;2035
at;thermal;gaz;gas_conventional_old_2;base;2036;910;2035
at;thermal;gaz;gas_ocgt_old;base;2036;0;2035
at;thermal;charbon;hard_coal_new;base;2036;0;2035
at;thermal;charbon;hard_coal_old_2;base;2036;0;2035
be;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
be;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
be;thermal;gaz;gas_small_cipu;base;2036;560;2035
be;thermal;gaz;gas_small_non_cipu;base;2036;1157;2035
be;thermal;gaz;reserve;base;2036;0;2035
be;thermal;gaz;gas_ccgt_new;base;2036;2672;2035
be;thermal;gaz;gas_ccgt_old_1;base;2036;357;2035
be;thermal;gaz;gas_ccgt_old_2;base;2036;770;2035
be;thermal;gaz;gas_conventional_old_2;base;2036;305;2035
be;thermal;gaz;gas_ocgt_new;base;2036;305;2035
be;thermal;gaz;gas_ocgt_old;base;2036;300;2035
be;nuclear;nucléaire;nuclear;base;2036;0;2035
ch;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
ch;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
ch;thermal;gaz;gas_small;base;2036;950;2035
ch;nuclear;nucléaire;nuclear;base;2036;0;2035
de;thermal;gaz;gas_pcomp_mid;base;2036;0;2035
de;thermal;gaz;gas_pcomp_peak;base;2036;0;2035
de;thermal;effacement;dsr;base;2036;2500;2035
de;thermal;lignite;climate_reserve;base;2036;0;2035
de;thermal;autre;grid_reserve;base;2036;0;2035
de;thermal;gaz;gas_cogen;base;2036;6800;2035
de;thermal;gaz;gas_ccgt_new;base;2036;10612,502;2035
de;thermal;gaz;gas_ccgt_old_1;base;2036;335;2035
de;thermal;gaz;gas_ccgt_old_2;base;2036;2462,598;2035
de;thermal;gaz;gas_conventional_new;base;2036;517,4;2035
de;thermal;gaz;gas_conventional_old_1;base;2036;1055;2035
de;thermal;gaz;gas_conventional_old_2;base;2036;77,9;2035
de;thermal;gaz;gas_ocgt_new;base;2036;1057,413;2035
de;thermal;gaz;gas_ocgt_old;base;2036;863,589;2035
de;thermal;charbon;hard_coal_new;base;2036;8012;2035
de;thermal;charbon;hard_coal_old_1;base;2036;494;2035
de;thermal;charbon;hard_coal_old_2;base;2036;2430,1;2035
de;thermal;fioul;heavy_oil_new;base;2036;15,1;2035
de;thermal;fioul;heavy_oil_old_1;base;2036;772;2035
