Trajectoire;Secteur;Branche;Branche2;Usage;Usage2;Année;Consommation
Basse;Industrie;Industrie agro-alimentaire;E12 - Industrie laitiere;Autres usages;Autres usages;2005;3376,561706
Basse;Industrie;Industrie agro-alimentaire;E13 - Sucreries,raffineries de sucre;Autres usages;Autres usages;2005;346,484136
Basse;Industrie;Industrie agro-alimentaire;E14 - Industries alimentaires (sauf.laiteries, sucreries);Autres usages;Autres usages;2005;15714,10194
Basse;Industrie;Sidérurgie;E16 - Sidérurgie;Autres usages;Autres usages;2005;13577,87177
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E18 - Première transformation de métaux.non.ferreux;Autres usages;Autres usages;2005;9094,040271
Basse;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2005;802,612861
Basse;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2005;3202,002635
Basse;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2005;3349,734838
Basse;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2005;3404,303228
Basse;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2005;909,700415
Basse;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2005;10044,61625
Basse;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2005;2757,718437
Basse;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2005;8268,914912
Basse;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2005;2476,217757
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2005;8831,443451
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2005;3040,605593
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2005;5681,502153
Basse;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2005;7478,407479
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2005;2526,996578
Basse;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2005;2564,762315
Basse;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2005;11807,06059
Basse;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2005;1931,270578
Basse;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2005;6500,790715
Basse;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2005;6190,76381
Basse;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2005;2498,982159
Basse;Pertes;Pertes;Pertes;Pertes;Pertes;2005;30462,09174
Basse;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2005;20558,6307
Basse;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2005;10292,11368
Basse;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2005;18323,72421
Basse;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2005;11222,15336
Basse;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2005;14026,28916
Basse;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2005;9712,552821
Basse;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2005;13658,96258
Basse;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2005;3414,668236
Basse;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2005;0,072408433
Basse;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2005;34356,69061
Basse;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2005;17,05906977
Basse;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2005;537,1749051
Basse;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2005;3968
Basse;Tertiaire;Armées;Armées;Autres usages;Autres usages;2005;1533
Basse;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2005;4361,549504
Basse;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2005;1080,688326
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2005;5836,328924
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2005;4361,930985
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2005;468,2249352
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2005;399,9603652
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2005;113,7742833
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2005;6506,281697
Basse;Tertiaire;Bureaux, administration;Bureaux, administration;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;8250,534661
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Chauffage;Chauffage;2005;831,1406477
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Climatisation & ventilation;Climatisation & ventilation;2005;640,6740397
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eau chaude sanitaire;Eau chaude sanitaire;2005;482,7210421
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Cuisson;Cuisson;2005;802,2761165
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Froid;Froid;2005;685,7835069
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eclairage intérieur;Eclairage;2005;774,7553889
Basse;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1326,121787
Basse;Tertiaire;Centre de recherche énergétique;Centre de recherche énergétique;Autres usages;Autres usages;2005;1336,797841
Basse;Tertiaire;Commerce;Commerce;Chauffage;Chauffage;2005;3983,245803
Basse;Tertiaire;Commerce;Commerce;Climatisation & ventilation;Climatisation & ventilation;2005;2893,143402
Basse;Tertiaire;Commerce;Commerce;Eau chaude sanitaire;Eau chaude sanitaire;2005;1324,873247
Basse;Tertiaire;Commerce;Commerce;Cuisson;Cuisson;2005;633,5224515
Basse;Tertiaire;Commerce;Commerce;Froid;Froid;2005;6798,059095
Basse;Tertiaire;Commerce;Commerce;Eclairage intérieur;Eclairage;2005;5897,092439
Basse;Tertiaire;Commerce;Commerce;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1451,219957
Basse;Tertiaire;Datacenter;Datacenter;Autres usages;Autres usages;2005;2297,881356
Basse;Tertiaire;Eclairage public;Eclairage public;Autres usages;Autres usages;2005;6752,113744
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Chauffage;Chauffage;2005;1199,144387
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Climatisation & ventilation;Climatisation & ventilation;2005;248,3295492
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eau chaude sanitaire;Eau chaude sanitaire;2005;633,6301055
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Cuisson;Cuisson;2005;881,9596547
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Froid;Froid;2005;289,5322099
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eclairage intérieur;Eclairage;2005;1844,419718
Basse;Tertiaire;Enseignement, recherche;Enseignement, recherche;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;562,225493
Basse;Tertiaire;Entreposage et stockage;Entreposage et stockage;Autres usages;Autres usages;2005;1723,188124
Basse;Tertiaire;Gérant d'immeuble habitat;Gérant d'immeuble habitat;Autres usages;Autres usages;2005;5801
Basse;Tertiaire;Gérant d'immeuble tertiaire;Gérant d'immeuble tertiaire;Autres usages;Autres usages;2005;1824
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Chauffage;Chauffage;2005;853,7488931
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Climatisation & ventilation;Climatisation & ventilation;2005;176,3428359
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Eau chaude sanitaire;Eau chaude sanitaire;2005;315,2796157
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Cuisson;Cuisson;2005;531,1659967
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Froid;Froid;2005;0
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Eclairage intérieur;Eclairage;2005;458,3577447
Basse;Tertiaire;Habitat communautaire;Habitat communautaire;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1025,237496
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Chauffage;Chauffage;2005;1012,432009
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Climatisation & ventilation;Climatisation & ventilation;2005;933,2037812
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Eau chaude sanitaire;Eau chaude sanitaire;2005;569,3724336
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Cuisson;Cuisson;2005;345,7185316
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Froid;Froid;2005;0
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Eclairage intérieur;Eclairage;2005;1454,651636
Basse;Tertiaire;Santé, action sociale;Santé, action sociale;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1655,55078
Basse;Tertiaire;Autre tertiaire;SOLDE TERTIAIRE;Autres usages;Autres usages;2005;14381,53408
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Chauffage;Chauffage;2005;395,398378
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Climatisation & ventilation;Climatisation & ventilation;2005;248,3225461
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Eau chaude sanitaire;Eau chaude sanitaire;2005;289,3350933
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Cuisson;Cuisson;2005;47,75433579
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Froid;Froid;2005;0
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Eclairage intérieur;Eclairage;2005;491,0671236
Basse;Tertiaire;Sport, loisirs;Sport, loisirs;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;358,5181233
Basse;Tertiaire;Télécommunications;Télécommunications;Autres usages;Autres usages;2005;2493,053346
Basse;Tertiaire;Transports;Transports;Chauffage;Chauffage;2005;147,9526911
Basse;Tertiaire;Transports;Transports;Climatisation & ventilation;Climatisation & ventilation;2005;58,63065842
Basse;Tertiaire;Transports;Transports;Eau chaude sanitaire;Eau chaude sanitaire;2005;47,71322547
Basse;Tertiaire;Transports;Transports;Cuisson;Cuisson;2005;35,17839505
Basse;Tertiaire;Transports;Transports;Froid;Froid;2005;0
Basse;Tertiaire;Transports;Transports;Eclairage intérieur;Eclairage;2005;365,9054609
Basse;Tertiaire;Transports;Transports;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;613,4678872
Basse;Transport, agriculture et énergie;Agriculture;Agriculture;Autres usages;Autres usages;2005;3358,69745
Basse;Transport, agriculture et énergie;Energie hors Eurodif;Energie hors Eurodif;Autres usages;Autres usages;2005;13316,46689
Basse;Transport, agriculture et énergie;Eurodif;Eurodif;Autres usages;Autres usages;2005;18806
Basse;Transport, agriculture et énergie;Transports;Transports;Autres usages;Autres usages;2005;12249,43305
Basse;Transport, agriculture et énergie;Transports;Transports;VE & VHR;VE & VHR;2005;0
Haute;Industrie;Industrie agro-alimentaire;E12 - Industrie laitiere;Autres usages;Autres usages;2005;3376,561706
Haute;Industrie;Industrie agro-alimentaire;E13 - Sucreries,raffineries de sucre;Autres usages;Autres usages;2005;346,484136
Haute;Industrie;Industrie agro-alimentaire;E14 - Industries alimentaires (sauf.laiteries, sucreries);Autres usages;Autres usages;2005;15714,10194
Haute;Industrie;Sidérurgie;E16 - Sidérurgie;Autres usages;Autres usages;2005;13577,87177
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E18 - Première transformation de métaux.non.ferreux;Autres usages;Autres usages;2005;9094,040271
Haute;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2005;802,612861
Haute;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2005;3202,002635
Haute;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2005;3349,734838
Haute;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2005;3404,303228
Haute;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2005;909,700415
Haute;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2005;10044,61625
Haute;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2005;2757,718437
Haute;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2005;8268,914912
Haute;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2005;2476,217757
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2005;8831,443451
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2005;3040,605593
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2005;5681,502153
Haute;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2005;7478,407479
Haute;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2005;2526,996578
Haute;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2005;2564,762315
Haute;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2005;11807,06059
Haute;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2005;1931,270578
Haute;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2005;6500,790715
Haute;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2005;6190,76381
Haute;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2005;2498,982159
Haute;Pertes;Pertes;Pertes;Pertes;Pertes;2005;30462,09174
Haute;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2005;20558,6307
Haute;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2005;10292,11368
Haute;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2005;18323,72421
Haute;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2005;11222,15336
Haute;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2005;14026,28916
Haute;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2005;9712,552821
Haute;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2005;13658,96258
Haute;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2005;3414,668236
Haute;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2005;0,072408433
Haute;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2005;34356,69061
Haute;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2005;17,05906977
Haute;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2005;537,1749051
Haute;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2005;3968
Haute;Tertiaire;Armées;Armées;Autres usages;Autres usages;2005;1533
Haute;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2005;4361,549504
Haute;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2005;1080,688326
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2005;5836,328924
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2005;4361,930985
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2005;468,2249352
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2005;399,9603652
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2005;113,7742833
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2005;6506,281697
Haute;Tertiaire;Bureaux, administration;Bureaux, administration;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;8250,534661
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Chauffage;Chauffage;2005;831,1406477
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Climatisation & ventilation;Climatisation & ventilation;2005;640,6740397
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eau chaude sanitaire;Eau chaude sanitaire;2005;482,7210421
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Cuisson;Cuisson;2005;802,2761165
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Froid;Froid;2005;685,7835069
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eclairage intérieur;Eclairage;2005;774,7553889
Haute;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1326,121787
Haute;Tertiaire;Centre de recherche énergétique;Centre de recherche énergétique;Autres usages;Autres usages;2005;1336,797841
Haute;Tertiaire;Commerce;Commerce;Chauffage;Chauffage;2005;3983,245803
Haute;Tertiaire;Commerce;Commerce;Climatisation & ventilation;Climatisation & ventilation;2005;2893,143402
Haute;Tertiaire;Commerce;Commerce;Eau chaude sanitaire;Eau chaude sanitaire;2005;1324,873247
Haute;Tertiaire;Commerce;Commerce;Cuisson;Cuisson;2005;633,5224515
Haute;Tertiaire;Commerce;Commerce;Froid;Froid;2005;6798,059095
Haute;Tertiaire;Commerce;Commerce;Eclairage intérieur;Eclairage;2005;5897,092439
Haute;Tertiaire;Commerce;Commerce;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1451,219957
Haute;Tertiaire;Datacenter;Datacenter;Autres usages;Autres usages;2005;2297,881356
Haute;Tertiaire;Eclairage public;Eclairage public;Autres usages;Autres usages;2005;6752,113744
Haute;Tertiaire;Enseignement, recherche;Enseignement, recherche;Chauffage;Chauffage;2005;1199,144387
Haute;Tertiaire;Enseignement, recherche;Enseignement, recherche;Climatisation & ventilation;Climatisation & ventilation;2005;248,3295492
Haute;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eau chaude sanitaire;Eau chaude sanitaire;2005;633,6301055
Haute;Tertiaire;Enseignement, recherche;Enseignement, recherche;Cuisson;Cuisson;2005;881,9596547
Haute;Tertiaire;Enseignement, recherche;Enseignement, recherche;Froid;Froid;2005;289,5322099
Haute;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eclairage intérieur;Eclairage;2005;1844,419718
Haute;Tertiaire;Enseignement, recherche;Enseignement, recherche;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;562,225493
Haute;Tertiaire;Entreposage et stockage;Entreposage et stockage;Autres usages;Autres usages;2005;1723,188124
Haute;Tertiaire;Gérant d'immeuble habitat;Gérant d'immeuble habitat;Autres usages;Autres usages;2005;5801
Haute;Tertiaire;Gérant d'immeuble tertiaire;Gérant d'immeuble tertiaire;Autres usages;Autres usages;2005;1824
Haute;Tertiaire;Habitat communautaire;Habitat communautaire;Chauffage;Chauffage;2005;853,7488931
Haute;Tertiaire;Habitat communautaire;Habitat communautaire;Climatisation & ventilation;Climatisation & ventilation;2005;176,3428359
Haute;Tertiaire;Habitat communautaire;Habitat communautaire;Eau chaude sanitaire;Eau chaude sanitaire;2005;315,2796157
Haute;Tertiaire;Habitat communautaire;Habitat communautaire;Cuisson;Cuisson;2005;531,1659967
Haute;Tertiaire;Habitat communautaire;Habitat communautaire;Froid;Froid;2005;0
Haute;Tertiaire;Habitat communautaire;Habitat communautaire;Eclairage intérieur;Eclairage;2005;458,3577447
Haute;Tertiaire;Habitat communautaire;Habitat communautaire;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1025,237496
Haute;Tertiaire;Santé, action sociale;Santé, action sociale;Chauffage;Chauffage;2005;1012,432009
Haute;Tertiaire;Santé, action sociale;Santé, action sociale;Climatisation & ventilation;Climatisation & ventilation;2005;933,2037812
Haute;Tertiaire;Santé, action sociale;Santé, action sociale;Eau chaude sanitaire;Eau chaude sanitaire;2005;569,3724336
Haute;Tertiaire;Santé, action sociale;Santé, action sociale;Cuisson;Cuisson;2005;345,7185316
Haute;Tertiaire;Santé, action sociale;Santé, action sociale;Froid;Froid;2005;0
Haute;Tertiaire;Santé, action sociale;Santé, action sociale;Eclairage intérieur;Eclairage;2005;1454,651636
Haute;Tertiaire;Santé, action sociale;Santé, action sociale;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1655,55078
Haute;Tertiaire;Autre tertiaire;SOLDE TERTIAIRE;Autres usages;Autres usages;2005;14381,53408
Haute;Tertiaire;Sport, loisirs;Sport, loisirs;Chauffage;Chauffage;2005;395,398378
Haute;Tertiaire;Sport, loisirs;Sport, loisirs;Climatisation & ventilation;Climatisation & ventilation;2005;248,3225461
Haute;Tertiaire;Sport, loisirs;Sport, loisirs;Eau chaude sanitaire;Eau chaude sanitaire;2005;289,3350933
Haute;Tertiaire;Sport, loisirs;Sport, loisirs;Cuisson;Cuisson;2005;47,75433579
Haute;Tertiaire;Sport, loisirs;Sport, loisirs;Froid;Froid;2005;0
Haute;Tertiaire;Sport, loisirs;Sport, loisirs;Eclairage intérieur;Eclairage;2005;491,0671236
Haute;Tertiaire;Sport, loisirs;Sport, loisirs;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;358,5181233
Haute;Tertiaire;Télécommunications;Télécommunications;Autres usages;Autres usages;2005;2493,053346
Haute;Tertiaire;Transports;Transports;Chauffage;Chauffage;2005;147,9526911
Haute;Tertiaire;Transports;Transports;Climatisation & ventilation;Climatisation & ventilation;2005;58,63065842
Haute;Tertiaire;Transports;Transports;Eau chaude sanitaire;Eau chaude sanitaire;2005;47,71322547
Haute;Tertiaire;Transports;Transports;Cuisson;Cuisson;2005;35,17839505
Haute;Tertiaire;Transports;Transports;Froid;Froid;2005;0
Haute;Tertiaire;Transports;Transports;Eclairage intérieur;Eclairage;2005;365,9054609
Haute;Tertiaire;Transports;Transports;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;613,4678872
Haute;Transport, agriculture et énergie;Agriculture;Agriculture;Autres usages;Autres usages;2005;3358,69745
Haute;Transport, agriculture et énergie;Energie hors Eurodif;Energie hors Eurodif;Autres usages;Autres usages;2005;13316,46689
Haute;Transport, agriculture et énergie;Eurodif;Eurodif;Autres usages;Autres usages;2005;18806
Haute;Transport, agriculture et énergie;Transports;Transports;Autres usages;Autres usages;2005;12249,43305
Haute;Transport, agriculture et énergie;Transports;Transports;VE & VHR;VE & VHR;2005;0
Intermédiaire 2;Industrie;Industrie agro-alimentaire;E12 - Industrie laitiere;Autres usages;Autres usages;2005;3376,561706
Intermédiaire 2;Industrie;Industrie agro-alimentaire;E13 - Sucreries,raffineries de sucre;Autres usages;Autres usages;2005;346,484136
Intermédiaire 2;Industrie;Industrie agro-alimentaire;E14 - Industries alimentaires (sauf.laiteries, sucreries);Autres usages;Autres usages;2005;15714,10194
Intermédiaire 2;Industrie;Sidérurgie;E16 - Sidérurgie;Autres usages;Autres usages;2005;13577,87177
Intermédiaire 2;Industrie;Métallurgie et Mécanique (hors industrie automobile);E18 - Première transformation de métaux.non.ferreux;Autres usages;Autres usages;2005;9094,040271
Intermédiaire 2;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2005;802,612861
Intermédiaire 2;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2005;3202,002635
Intermédiaire 2;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2005;3349,734838
Intermédiaire 2;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2005;3404,303228
Intermédiaire 2;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2005;909,700415
Intermédiaire 2;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2005;10044,61625
Intermédiaire 2;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2005;2757,718437
Intermédiaire 2;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2005;8268,914912
Intermédiaire 2;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2005;2476,217757
Intermédiaire 2;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2005;8831,443451
Intermédiaire 2;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2005;3040,605593
Intermédiaire 2;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2005;5681,502153
Intermédiaire 2;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2005;7478,407479
Intermédiaire 2;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2005;2526,996578
Intermédiaire 2;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2005;2564,762315
Intermédiaire 2;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2005;11807,06059
Intermédiaire 2;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2005;1931,270578
Intermédiaire 2;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2005;6500,790715
