Trajectoire;Secteur;Branche;Branche2;Usage;Usage2;Année;Consommation
Intermédiaire 2;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2019;1369,272721
Intermédiaire 2;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2019;7878,299216
Intermédiaire 2;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2019;1290,504534
Intermédiaire 2;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2019;5370,706071
Intermédiaire 2;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2019;4961,36726
Intermédiaire 2;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2019;1171,363449
Intermédiaire 2;Pertes;Pertes;Pertes;Pertes;Pertes;2019;35097,89206
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2019;28803,97217
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2019;7326,024884
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2019;13747,03833
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2019;10695,30095
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2019;19550,34708
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2019;11291,95524
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2019;14784,96345
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2019;4451,407618
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2019;65,14779761
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2019;40306,36861
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2019;693,6404199
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2019;2674,228833
Intermédiaire 2;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2019;4662,584011
Intermédiaire 2;Tertiaire;Armées;Armées;Autres usages;Autres usages;2019;1359,01908
Intermédiaire 2;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2019;4093,730392
Intermédiaire 2;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2019;2198,415195
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2019;7283,248784
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2019;6815,697504
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2019;569,0913055
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2019;442,1192709
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2019;99,86620564
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2019;5401,207954
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;10003,19074
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Chauffage;Chauffage;2019;818,6973357
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Climatisation & ventilation;Climatisation & ventilation;2019;950,9854095
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eau chaude sanitaire;Eau chaude sanitaire;2019;608,1421466
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Cuisson;Cuisson;2019;348,702066
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Froid;Froid;2019;644,6665595
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eclairage intérieur;Eclairage;2019;589,0754583
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;2555,213351
Intermédiaire 2;Tertiaire;Centre de recherche énergétique;Centre de recherche énergétique;Autres usages;Autres usages;2019;1789,252746
Intermédiaire 2;Tertiaire;Commerce;Commerce;Chauffage;Chauffage;2019;4139,697924
Intermédiaire 2;Tertiaire;Commerce;Commerce;Climatisation & ventilation;Climatisation & ventilation;2019;4322,12931
Intermédiaire 2;Tertiaire;Commerce;Commerce;Eau chaude sanitaire;Eau chaude sanitaire;2019;1296,037113
Intermédiaire 2;Tertiaire;Commerce;Commerce;Cuisson;Cuisson;2019;538,2093752
Intermédiaire 2;Tertiaire;Commerce;Commerce;Froid;Froid;2019;6580,489617
Intermédiaire 2;Tertiaire;Commerce;Commerce;Eclairage intérieur;Eclairage;2019;4673,370564
Intermédiaire 2;Tertiaire;Commerce;Commerce;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;1831,069514
Intermédiaire 2;Tertiaire;Datacenter;Datacenter;Autres usages;Autres usages;2019;3629,098314
Intermédiaire 2;Tertiaire;Eclairage public;Eclairage public;Autres usages;Autres usages;2019;4276,136194
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Chauffage;Chauffage;2019;1067,257622
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Climatisation & ventilation;Climatisation & ventilation;2019;338,7518792
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eau chaude sanitaire;Eau chaude sanitaire;2019;550,0006735
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Cuisson;Cuisson;2019;708,9629277
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Froid;Froid;2019;231,8738453
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eclairage intérieur;Eclairage;2019;1321,66532
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;1155,1147
Intermédiaire 2;Tertiaire;Entreposage et stockage;Entreposage et stockage;Autres usages;Autres usages;2019;2182,080424
Intermédiaire 2;Tertiaire;Gérant d'immeuble habitat;Gérant d'immeuble habitat;Autres usages;Autres usages;2019;6207,954059
Intermédiaire 2;Tertiaire;Gérant d'immeuble tertiaire;Gérant d'immeuble tertiaire;Autres usages;Autres usages;2019;1814,766703
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Chauffage;Chauffage;2019;1319,778138
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Climatisation & ventilation;Climatisation & ventilation;2019;228,5765947
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Eau chaude sanitaire;Eau chaude sanitaire;2019;443,8154503
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Cuisson;Cuisson;2019;621,0950993
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Froid;Froid;2019;0
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Eclairage intérieur;Eclairage;2019;322,011382
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;1068,281231
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Chauffage;Chauffage;2019;1382,701072
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Climatisation & ventilation;Climatisation & ventilation;2019;1435,83453
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Eau chaude sanitaire;Eau chaude sanitaire;2019;709,4674037
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Cuisson;Cuisson;2019;409,8564394
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Froid;Froid;2019;0
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Eclairage intérieur;Eclairage;2019;1194,672383
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;2261,206678
Intermédiaire 2;Tertiaire;Autre tertiaire;SOLDE TERTIAIRE;Autres usages;Autres usages;2019;18344,77963
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Chauffage;Chauffage;2019;519,6722786
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Climatisation & ventilation;Climatisation & ventilation;2019;338,616379
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Eau chaude sanitaire;Eau chaude sanitaire;2019;379,944754
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Cuisson;Cuisson;2019;47,33820272
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Froid;Froid;2019;0
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Eclairage intérieur;Eclairage;2019;447,0019456
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;515,3795774
Intermédiaire 2;Tertiaire;Télécommunications;Télécommunications;Autres usages;Autres usages;2019;2473,8917
Intermédiaire 2;Tertiaire;Transports;Transports;Chauffage;Chauffage;2019;192,4642046
Intermédiaire 2;Tertiaire;Transports;Transports;Climatisation & ventilation;Climatisation & ventilation;2019;81,12086919
Intermédiaire 2;Tertiaire;Transports;Transports;Eau chaude sanitaire;Eau chaude sanitaire;2019;67,00785282
Intermédiaire 2;Tertiaire;Transports;Transports;Cuisson;Cuisson;2019;45,84743307
Intermédiaire 2;Tertiaire;Transports;Transports;Froid;Froid;2019;0
Intermédiaire 2;Tertiaire;Transports;Transports;Eclairage intérieur;Eclairage;2019;371,9915732
Intermédiaire 2;Tertiaire;Transports;Transports;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;771,8107998
Intermédiaire 2;Transport, agriculture et énergie;Agriculture;Agriculture;Autres usages;Autres usages;2019;3290,328342
Intermédiaire 2;Transport, agriculture et énergie;Energie hors Eurodif;Energie hors Eurodif;Autres usages;Autres usages;2019;10639,0502
Intermédiaire 2;Transport, agriculture et énergie;Eurodif;Eurodif;Autres usages;Autres usages;2019;361
Intermédiaire 2;Transport, agriculture et énergie;Transports;Transports;Autres usages;Autres usages;2019;12379,4935
Intermédiaire 2;Transport, agriculture et énergie;Transports;Transports;VE & VHR;VE & VHR;2019;635,9718313
Intermédiaire 3;Industrie;Industrie agro-alimentaire;E12 - Industrie laitiere;Autres usages;Autres usages;2019;3306,315077
Intermédiaire 3;Industrie;Industrie agro-alimentaire;E13 - Sucreries,raffineries de sucre;Autres usages;Autres usages;2019;367,958706
Intermédiaire 3;Industrie;Industrie agro-alimentaire;E14 - Industries alimentaires (sauf.laiteries, sucreries);Autres usages;Autres usages;2019;16328,94768
Intermédiaire 3;Industrie;Sidérurgie;E16 - Sidérurgie;Autres usages;Autres usages;2019;12734,02829
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E18 - Première transformation de métaux.non.ferreux;Autres usages;Autres usages;2019;8250,877547
Intermédiaire 3;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2019;636,69197
Intermédiaire 3;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2019;2440,331437
Intermédiaire 3;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2019;3080,026264
Intermédiaire 3;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2019;3268,948646
Intermédiaire 3;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2019;645,815324
Intermédiaire 3;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2019;6365,184544
Intermédiaire 3;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2019;2905,128179
Intermédiaire 3;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2019;7920,060061
Intermédiaire 3;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2019;2605,249866
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2019;7891,493222
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2019;2479,359324
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2019;4065,576161
Intermédiaire 3;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2019;5227,742033
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2019;2484,756385
Intermédiaire 3;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2019;1375,809632
Intermédiaire 3;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2019;7958,255622
Intermédiaire 3;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2019;1296,88574
Intermédiaire 3;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2019;5448,781006
Intermédiaire 3;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2019;4979,861628
Intermédiaire 3;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2019;1171,363449
Intermédiaire 3;Pertes;Pertes;Pertes;Pertes;Pertes;2019;35407,90864
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2019;29092,93102
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2019;7654,656498
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2019;13781,75
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2019;10733,80035
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2019;19876,25708
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2019;11426,63491
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2019;14782,39897
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2019;4450,799184
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2019;64,972824
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2019;40834,9395
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2019;673,0436768
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2019;2619,709365
Intermédiaire 3;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2019;4662,584011
Intermédiaire 3;Tertiaire;Armées;Armées;Autres usages;Autres usages;2019;1372,849604
Intermédiaire 3;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2019;4093,730392
Intermédiaire 3;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2019;2198,67946
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2019;7296,682207
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2019;6826,85444
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2019;579,4908264
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2019;447,7302404
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2019;100,6648863
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2019;5615,037499
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;10039,29709
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Chauffage;Chauffage;2019;820,6533323
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Climatisation & ventilation;Climatisation & ventilation;2019;952,0230875
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eau chaude sanitaire;Eau chaude sanitaire;2019;619,1363469
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Cuisson;Cuisson;2019;353,1274706
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Froid;Froid;2019;649,8222846
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eclairage intérieur;Eclairage;2019;612,3604398
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;2562,206256
Intermédiaire 3;Tertiaire;Centre de recherche énergétique;Centre de recherche énergétique;Autres usages;Autres usages;2019;1789,252746
Intermédiaire 3;Tertiaire;Commerce;Commerce;Chauffage;Chauffage;2019;4149,367345
Intermédiaire 3;Tertiaire;Commerce;Commerce;Climatisation & ventilation;Climatisation & ventilation;2019;4328,861496
Intermédiaire 3;Tertiaire;Commerce;Commerce;Eau chaude sanitaire;Eau chaude sanitaire;2019;1322,199162
Intermédiaire 3;Tertiaire;Commerce;Commerce;Cuisson;Cuisson;2019;545,0398315
Intermédiaire 3;Tertiaire;Commerce;Commerce;Froid;Froid;2019;6633,117127
Intermédiaire 3;Tertiaire;Commerce;Commerce;Eclairage intérieur;Eclairage;2019;4858,149395
Intermédiaire 3;Tertiaire;Commerce;Commerce;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;1836,081051
Intermédiaire 3;Tertiaire;Datacenter;Datacenter;Autres usages;Autres usages;2019;3630,942169
Intermédiaire 3;Tertiaire;Eclairage public;Eclairage public;Autres usages;Autres usages;2019;4322,68056
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Chauffage;Chauffage;2019;1068,227368
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Climatisation & ventilation;Climatisation & ventilation;2019;340,1990442
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eau chaude sanitaire;Eau chaude sanitaire;2019;557,3970766
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Cuisson;Cuisson;2019;717,9604304
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Froid;Froid;2019;233,728258
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eclairage intérieur;Eclairage;2019;1373,898987
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;1158,890023
Intermédiaire 3;Tertiaire;Entreposage et stockage;Entreposage et stockage;Autres usages;Autres usages;2019;2214,04357
Intermédiaire 3;Tertiaire;Gérant d'immeuble habitat;Gérant d'immeuble habitat;Autres usages;Autres usages;2019;6259,337778
Intermédiaire 3;Tertiaire;Gérant d'immeuble tertiaire;Gérant d'immeuble tertiaire;Autres usages;Autres usages;2019;1848,885037
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Chauffage;Chauffage;2019;1322,250165
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Climatisation & ventilation;Climatisation & ventilation;2019;229,2005543
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Eau chaude sanitaire;Eau chaude sanitaire;2019;450,756915
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Cuisson;Cuisson;2019;628,9774647
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Froid;Froid;2019;0
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Eclairage intérieur;Eclairage;2019;334,6905133
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;1071,024295
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Chauffage;Chauffage;2019;1384,696406
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Climatisation & ventilation;Climatisation & ventilation;2019;1437,863514
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Eau chaude sanitaire;Eau chaude sanitaire;2019;719,6096829
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Cuisson;Cuisson;2019;415,0579588
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Froid;Froid;2019;0
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Eclairage intérieur;Eclairage;2019;1241,924869
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;2267,390159
Intermédiaire 3;Tertiaire;Autre tertiaire;SOLDE TERTIAIRE;Autres usages;Autres usages;2019;18449,1318
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Chauffage;Chauffage;2019;520,9744134
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Climatisation & ventilation;Climatisation & ventilation;2019;338,927029
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Eau chaude sanitaire;Eau chaude sanitaire;2019;386,7407878
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Cuisson;Cuisson;2019;47,93897547
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Froid;Froid;2019;0
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Eclairage intérieur;Eclairage;2019;464,6874028
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;516,7894904
Intermédiaire 3;Tertiaire;Télécommunications;Télécommunications;Autres usages;Autres usages;2019;2491,256092
Intermédiaire 3;Tertiaire;Transports;Transports;Chauffage;Chauffage;2019;192,7875697
Intermédiaire 3;Tertiaire;Transports;Transports;Climatisation & ventilation;Climatisation & ventilation;2019;81,1828589
Intermédiaire 3;Tertiaire;Transports;Transports;Eau chaude sanitaire;Eau chaude sanitaire;2019;68,73447029
Intermédiaire 3;Tertiaire;Transports;Transports;Cuisson;Cuisson;2019;46,42928634
Intermédiaire 3;Tertiaire;Transports;Transports;Froid;Froid;2019;0
Intermédiaire 3;Tertiaire;Transports;Transports;Eclairage intérieur;Eclairage;2019;386,6866733
Intermédiaire 3;Tertiaire;Transports;Transports;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2019;773,9239662
Intermédiaire 3;Transport, agriculture et énergie;Agriculture;Agriculture;Autres usages;Autres usages;2019;3308,553201
Intermédiaire 3;Transport, agriculture et énergie;Energie hors Eurodif;Energie hors Eurodif;Autres usages;Autres usages;2019;10810,41532
Intermédiaire 3;Transport, agriculture et énergie;Eurodif;Eurodif;Autres usages;Autres usages;2019;361
Intermédiaire 3;Transport, agriculture et énergie;Transports;Transports;Autres usages;Autres usages;2019;12574,42937
Intermédiaire 3;Transport, agriculture et énergie;Transports;Transports;VE & VHR;VE & VHR;2019;706,4333505
Basse;Industrie;Industrie agro-alimentaire;E12 - Industrie laitiere;Autres usages;Autres usages;2020;3243,928222
Basse;Industrie;Industrie agro-alimentaire;E13 - Sucreries,raffineries de sucre;Autres usages;Autres usages;2020;359,178771
Basse;Industrie;Industrie agro-alimentaire;E14 - Industries alimentaires (sauf.laiteries, sucreries);Autres usages;Autres usages;2020;16053,99777
Basse;Industrie;Sidérurgie;E16 - Sidérurgie;Autres usages;Autres usages;2020;12325,63683
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E18 - Première transformation de métaux.non.ferreux;Autres usages;Autres usages;2020;8218,53569
Basse;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2020;617,532466
Basse;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2020;2238,741277
Basse;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2020;2966,564476
Basse;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2020;3217,311561
Basse;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2020;630,994934
Basse;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2020;6202,191247
Basse;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2020;2832,196336
Basse;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2020;7742,374444
Basse;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2020;2558,85092
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2020;7743,217084
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2020;2410,61302
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2020;3940,585439
Basse;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2020;5082,196772
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2020;2486,26309
Basse;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2020;1306,029762
Basse;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2020;7759,095371
Basse;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2020;1250,154773
Basse;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2020;5299,705561
Basse;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2020;4829,801689
Basse;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2020;1171,363449
